region,server_age,server_age_years,operational_co2_g,embodied_co2_g,total_co2_g,latency_ms,sla_met,carbon_intensity,carbon_debt_ratio,power_w,task_id,strategy,workload_type,duration_seconds,execution_time
Eastern,medium,2.0,0.012825,0.0,0.012825,120,True,748,0.5,93.6,task_000102,predictive_lr,api_request,0.7913569096534991,2025-11-09T12:48:28.399875
Northern,medium,2.0,6.929,0.0,6.929,70,True,533,0.5,93.6,task_000103,predictive_lr,scheduled_job,600.0,2025-11-09T12:48:49.665687
Eastern,medium,2.0,0.005516,0.0,0.005516,120,True,748,0.5,93.6,task_000104,predictive_lr,api_request,0.34033949386885126,2025-11-09T12:50:30.189260
Northern,medium,2.0,0.188671,0.0,0.188671,70,True,533,0.5,93.6,task_000105,predictive_lr,ml_inference,16.33755009670377,2025-11-09T12:57:20.000079
Eastern,medium,2.0,0.006342,0.0,0.006342,120,True,748,0.5,93.6,task_000106,predictive_lr,api_request,0.39132747292922454,2025-11-09T12:57:53.973397
Eastern,medium,2.0,0.015191,0.0,0.015191,120,True,748,0.5,93.6,task_000107,predictive_lr,api_request,0.937302105152278,2025-11-09T13:00:39.521417
Eastern,medium,2.0,0.144324,0.0,0.144324,120,True,748,0.5,93.6,task_000108,predictive_lr,ml_inference,8.905250231936012,2025-11-09T13:01:56.427549
Eastern,medium,2.0,0.007256,0.0,0.007256,120,True,748,0.5,93.6,task_000109,predictive_lr,api_request,0.44773350111286936,2025-11-09T13:02:02.403911
Northern,medium,2.0,5.59359,0.0,5.59359,70,True,533,0.5,93.6,task_000110,predictive_lr,scheduled_job,484.3634165964581,2025-11-09T13:02:05.213695
Northern,medium,2.0,3.827985,0.0,3.827985,70,True,533,0.5,93.6,task_000111,predictive_lr,scheduled_job,331.47510800232016,2025-11-09T13:02:45.297554
Eastern,medium,2.0,0.034861,0.0,0.034861,120,True,748,0.5,93.6,task_000112,predictive_lr,data_processing,2.151010409091811,2025-11-09T13:09:11.881958
Eastern,medium,2.0,0.010314,0.0,0.010314,120,True,748,0.5,93.6,task_000113,predictive_lr,api_request,0.6363847041821353,2025-11-09T13:09:52.518095
Northern,medium,2.0,0.325066,0.0,0.325066,70,True,533,0.5,93.6,task_000114,predictive_lr,data_processing,28.14826176005903,2025-11-09T13:10:43.046573
Northern,medium,2.0,6.929,0.0,6.929,70,True,533,0.5,93.6,task_000115,predictive_lr,scheduled_job,600.0,2025-11-09T13:11:46.057395
Northern,medium,2.0,0.6929,0.0,0.6929,70,True,533,0.5,93.6,task_000116,predictive_lr,data_processing,60.0,2025-11-09T13:12:26.174220
Northern,medium,2.0,0.618314,0.0,0.618314,70,True,533,0.5,93.6,task_000117,predictive_lr,data_processing,53.541394662112985,2025-11-09T13:15:29.845682
Northern,medium,2.0,0.229387,0.0,0.229387,70,True,533,0.5,93.6,task_000118,predictive_lr,ml_inference,19.863233001725703,2025-11-09T13:20:51.303800
Eastern,medium,2.0,0.001665,0.0,0.001665,120,True,748,0.5,93.6,task_000119,predictive_lr,api_request,0.10271214388233176,2025-11-09T13:21:16.273241
Eastern,medium,2.0,0.016207,0.0,0.016207,120,True,748,0.5,93.6,task_000120,predictive_lr,api_request,1.0,2025-11-09T13:21:52.680810
Northern,medium,2.0,2.227221,0.0,2.227221,70,True,533,0.5,93.6,task_000121,predictive_lr,batch_analytics,192.86080901934375,2025-11-09T13:25:38.748271
Northern,medium,2.0,0.22362,0.0,0.22362,70,True,533,0.5,93.6,task_000122,predictive_lr,data_processing,19.36380266017833,2025-11-09T13:26:16.844319
Northern,medium,2.0,0.6929,0.0,0.6929,70,True,533,0.5,93.6,task_000123,predictive_lr,data_processing,60.0,2025-11-09T13:26:40.897064
Eastern,medium,2.0,0.003311,0.0,0.003311,120,True,748,0.5,93.6,task_000124,predictive_lr,api_request,0.2042871367078241,2025-11-09T13:27:59.162502
Eastern,medium,2.0,0.105417,0.0,0.105417,120,True,748,0.5,93.6,task_000125,predictive_lr,data_processing,6.504573304986524,2025-11-09T13:30:45.337071
Eastern,medium,2.0,0.004253,0.0,0.004253,120,True,748,0.5,93.6,task_000126,predictive_lr,api_request,0.26245016752875244,2025-11-09T13:31:29.173527
Northern,medium,2.0,1.473332,0.0,1.473332,70,True,533,0.5,93.6,task_000127,predictive_lr,batch_analytics,127.57961460173652,2025-11-09T13:32:43.213155
Eastern,medium,2.0,0.001947,0.0,0.001947,120,True,748,0.5,93.6,task_000128,predictive_lr,api_request,0.12011493003226949,2025-11-09T13:36:17.336856
Northern,medium,2.0,0.202063,0.0,0.202063,70,True,533,0.5,93.6,task_000129,predictive_lr,data_processing,17.497168463590995,2025-11-09T13:37:28.101215
Eastern,medium,2.0,0.006405,0.0,0.006405,120,True,748,0.5,93.6,task_000130,predictive_lr,api_request,0.39522483598309033,2025-11-09T13:39:23.751928
Eastern,medium,2.0,0.001868,0.0,0.001868,120,True,748,0.5,93.6,task_000131,predictive_lr,api_request,0.11529128120430542,2025-11-09T13:40:15.385021
Eastern,medium,2.0,0.004682,0.0,0.004682,120,True,748,0.5,93.6,task_000132,predictive_lr,api_request,0.2889159293815576,2025-11-09T13:41:55.217963
Eastern,medium,2.0,0.166039,0.0,0.166039,120,True,748,0.5,93.6,task_000133,predictive_lr,ml_inference,10.24508828868835,2025-11-09T13:44:21.450324
Eastern,medium,2.0,0.067614,0.0,0.067614,120,True,748,0.5,93.6,task_000134,predictive_lr,data_processing,4.171958326122749,2025-11-09T13:48:02.764116
Northern,medium,2.0,2.810842,0.0,2.810842,70,True,533,0.5,93.6,task_000135,predictive_lr,scheduled_job,243.3980685402571,2025-11-09T13:49:20.670700
Eastern,medium,2.0,0.007112,0.0,0.007112,120,True,748,0.5,93.6,task_000136,predictive_lr,api_request,0.4388072752885509,2025-11-09T13:51:34.320398
Eastern,medium,2.0,0.003286,0.0,0.003286,120,True,748,0.5,93.6,task_000137,predictive_lr,api_request,0.2027406427462138,2025-11-09T13:53:48.678832
Eastern,medium,2.0,0.014182,0.0,0.014182,120,True,748,0.5,93.6,task_000138,predictive_lr,api_request,0.8750742295379998,2025-11-09T13:56:11.379454
Northern,medium,2.0,0.219667,0.0,0.219667,70,True,533,0.5,93.6,task_000139,predictive_lr,data_processing,19.021555627262927,2025-11-09T14:00:10.173888
Eastern,medium,2.0,0.171953,0.0,0.171953,120,True,748,0.5,93.6,task_000140,predictive_lr,ml_inference,10.61001228327073,2025-11-09T14:00:15.308440
Eastern,medium,2.0,0.090285,0.0,0.090285,120,True,748,0.5,93.6,task_000141,predictive_lr,data_processing,5.570874312591587,2025-11-09T14:05:20.674168
Northern,medium,2.0,0.267405,0.0,0.267405,70,True,533,0.5,93.6,task_000142,predictive_lr,data_processing,23.155326597488802,2025-11-09T14:07:27.382049
Northern,medium,2.0,0.324422,0.0,0.324422,70,True,533,0.5,93.6,task_000143,predictive_lr,data_processing,28.09252544183154,2025-11-09T14:09:53.441742
Eastern,medium,2.0,0.004074,0.0,0.004074,120,True,748,0.5,93.6,task_000144,predictive_lr,api_request,0.25140222945911794,2025-11-09T14:10:13.378850
Eastern,medium,2.0,0.006744,0.0,0.006744,120,True,748,0.5,93.6,task_000145,predictive_lr,api_request,0.4161049096918197,2025-11-09T14:11:05.698969
Eastern,medium,2.0,0.016207,0.0,0.016207,120,True,748,0.5,93.6,task_000146,predictive_lr,api_request,1.0,2025-11-09T14:12:06.318728
Eastern,medium,2.0,0.012288,0.0,0.012288,120,True,748,0.5,93.6,task_000147,predictive_lr,api_request,0.7582206652109997,2025-11-09T14:13:10.016804
Eastern,medium,2.0,0.001621,0.0,0.001621,120,True,748,0.5,93.6,task_000148,predictive_lr,api_request,0.1,2025-11-09T14:17:40.872714
Eastern,medium,2.0,0.003373,0.0,0.003373,120,True,748,0.5,93.6,task_000149,predictive_lr,api_request,0.2081336351833244,2025-11-09T14:23:26.788863
Northern,medium,2.0,0.194427,0.0,0.194427,70,True,533,0.5,93.6,task_000150,predictive_lr,data_processing,16.835974733869644,2025-11-09T14:24:54.768477
Eastern,medium,2.0,0.006377,0.0,0.006377,120,True,748,0.5,93.6,task_000151,predictive_lr,api_request,0.3934620071064175,2025-11-09T14:26:23.113152
