region,server_age,server_age_years,operational_co2_g,embodied_co2_g,total_co2_g,latency_ms,sla_met,carbon_intensity,carbon_debt_ratio,power_w,task_id,strategy,workload_type,duration_seconds,execution_time
Northern,medium,2.5,0.79696,0.10114,0.8981,70,True,528.2,0.5,93.6,task_000073,balanced,data_processing,48.35971027045946,2025-11-09T11:54:47.786529
Eastern,medium,2.5,0.008916,0.000971,0.009886,120,True,615.7,0.5,93.6,task_000074,balanced,api_request,0.46411543465773064,2025-11-09T11:54:57.718912
Eastern,medium,2.5,0.005778,0.000629,0.006407,120,True,615.7,0.5,93.6,task_000075,balanced,api_request,0.300779977793877,2025-11-09T11:55:30.958464
Eastern,medium,2.5,0.721249,0.078524,0.799772,120,True,615.7,0.5,93.6,task_000076,balanced,ml_inference,37.54579402036174,2025-11-09T11:56:30.041641
Eastern,medium,2.5,0.122384,0.013324,0.135708,120,True,615.7,0.5,93.6,task_000077,balanced,data_processing,6.370893837909444,2025-11-09T12:03:54.444986
Eastern,medium,2.5,0.161367,0.017568,0.178935,120,True,615.7,0.5,93.6,task_000078,balanced,data_processing,8.40022477295249,2025-11-09T12:04:27.472486
Eastern,medium,2.5,0.004133,0.00045,0.004583,120,True,615.7,0.5,93.6,task_000079,balanced,api_request,0.2151438833582015,2025-11-09T12:04:53.266609
Eastern,medium,2.5,0.010722,0.001167,0.011889,120,True,615.7,0.5,93.6,task_000080,balanced,api_request,0.55815086061475,2025-11-09T12:07:04.748893
Northern,medium,2.5,4.223758,0.536026,4.759785,70,True,528.2,0.5,93.6,task_000081,balanced,scheduled_job,256.29850681437256,2025-11-09T12:08:13.376550
Eastern,medium,2.5,0.596884,0.064984,0.661868,120,True,615.7,0.5,93.6,task_000082,balanced,ml_inference,31.071801344942628,2025-11-09T12:09:41.366026
Eastern,medium,2.5,0.017269,0.00188,0.019149,120,True,615.7,0.5,93.6,task_000083,balanced,api_request,0.8989818805963353,2025-11-09T12:10:50.131725
Northern,medium,2.5,6.265879,0.795186,7.061065,70,True,528.2,0.5,93.6,task_000084,balanced,scheduled_job,380.2147949268615,2025-11-09T12:12:12.669617
Eastern,medium,2.5,0.01921,0.002091,0.021301,120,True,615.7,0.5,93.6,task_000085,balanced,api_request,1.0,2025-11-09T12:14:38.367383
Northern,medium,2.5,0.747195,0.094825,0.842019,70,True,528.2,0.5,93.6,task_000086,balanced,data_processing,45.33992810037179,2025-11-09T12:14:54.592709
Eastern,medium,2.5,0.326243,0.035519,0.361761,120,True,615.7,0.5,93.6,task_000087,balanced,data_processing,16.983097635123578,2025-11-09T12:15:52.195915
Eastern,medium,2.5,0.004632,0.000504,0.005136,120,True,615.7,0.5,93.6,task_000088,balanced,api_request,0.24110691284307934,2025-11-09T12:16:28.394621
Eastern,medium,2.5,0.334126,0.036377,0.370503,120,True,615.7,0.5,93.6,task_000089,balanced,ml_inference,17.39350564953565,2025-11-09T12:17:26.278575
Northern,medium,2.5,6.453492,0.818996,7.272488,70,True,528.2,0.5,93.6,task_000090,balanced,scheduled_job,391.5991874023173,2025-11-09T12:24:03.080251
Eastern,medium,2.5,0.005017,0.000546,0.005563,120,True,615.7,0.5,93.6,task_000091,balanced,api_request,0.26115494996237926,2025-11-09T12:24:03.111018
Northern,medium,2.5,6.606859,0.838459,7.445318,70,True,528.2,0.5,93.6,task_000092,balanced,scheduled_job,400.9055111836494,2025-11-09T12:24:50.345455
Eastern,medium,2.5,0.011629,0.001266,0.012895,120,True,615.7,0.5,93.6,task_000093,balanced,api_request,0.6053440613609762,2025-11-09T12:30:46.712923
Northern,medium,2.5,1.731017,0.219679,1.950696,70,True,528.2,0.5,93.6,task_000094,balanced,batch_analytics,105.03844439454532,2025-11-09T12:32:19.898307
Northern,medium,2.5,0.734689,0.093237,0.827926,70,True,528.2,0.5,93.6,task_000095,balanced,ml_inference,44.581064977334464,2025-11-09T12:34:23.927549
Eastern,medium,2.5,0.009535,0.001038,0.010573,120,True,615.7,0.5,93.6,task_000096,balanced,api_request,0.4963755792242603,2025-11-09T12:36:04.204630
Eastern,medium,2.5,0.01921,0.002091,0.021301,120,True,615.7,0.5,93.6,task_000097,balanced,api_request,1.0,2025-11-09T12:36:14.601671
Eastern,medium,2.5,0.006998,0.000762,0.00776,120,True,615.7,0.5,93.6,task_000098,balanced,api_request,0.36429621746124935,2025-11-09T12:38:54.947310
Eastern,medium,2.5,0.005577,0.000607,0.006184,120,True,615.7,0.5,93.6,task_000099,balanced,api_request,0.29031286299614606,2025-11-09T12:39:28.743552
Eastern,medium,2.5,0.154625,0.016834,0.171459,120,True,615.7,0.5,93.6,task_000100,balanced,data_processing,8.049239287704852,2025-11-09T12:42:04.359153
Eastern,medium,2.5,0.152888,0.016645,0.169533,120,True,615.7,0.5,93.6,task_000101,balanced,ml_inference,7.958823493411299,2025-11-09T12:45:25.136161
Eastern,medium,2.5,0.015202,0.001655,0.016857,120,True,615.7,0.5,93.6,task_000102,balanced,api_request,0.7913569096534991,2025-11-09T12:48:28.399875
Northern,medium,2.5,9.887904,1.254848,11.142752,70,True,528.2,0.5,93.6,task_000103,balanced,scheduled_job,600.0,2025-11-09T12:48:49.665687
Eastern,medium,2.5,0.006538,0.000712,0.00725,120,True,615.7,0.5,93.6,task_000104,balanced,api_request,0.34033949386885126,2025-11-09T12:50:30.189260
Eastern,medium,2.5,0.313842,0.034169,0.34801,120,True,615.7,0.5,93.6,task_000105,balanced,ml_inference,16.33755009670377,2025-11-09T12:57:20.000079
Eastern,medium,2.5,0.007517,0.000818,0.008336,120,True,615.7,0.5,93.6,task_000106,balanced,api_request,0.39132747292922454,2025-11-09T12:57:53.973397
Eastern,medium,2.5,0.018005,0.00196,0.019966,120,True,615.7,0.5,93.6,task_000107,balanced,api_request,0.937302105152278,2025-11-09T13:00:39.521417
Eastern,medium,2.5,0.171068,0.018625,0.189693,120,True,615.7,0.5,93.6,task_000108,balanced,ml_inference,8.905250231936012,2025-11-09T13:01:56.427549
Eastern,medium,2.5,0.008601,0.000936,0.009537,120,True,615.7,0.5,93.6,task_000109,balanced,api_request,0.44773350111286936,2025-11-09T13:02:02.403911
Northern,medium,2.5,7.982232,1.013004,8.995236,70,True,528.2,0.5,93.6,task_000110,balanced,scheduled_job,484.3634165964581,2025-11-09T13:02:05.213695
Northern,medium,2.5,5.462657,0.693252,6.155908,70,True,528.2,0.5,93.6,task_000111,balanced,scheduled_job,331.47510800232016,2025-11-09T13:02:45.297554
Eastern,medium,2.5,0.041321,0.004499,0.045819,120,True,615.7,0.5,93.6,task_000112,balanced,data_processing,2.151010409091811,2025-11-09T13:09:11.881958
Eastern,medium,2.5,0.012225,0.001331,0.013556,120,True,615.7,0.5,93.6,task_000113,balanced,api_request,0.6363847041821353,2025-11-09T13:09:52.518095
Eastern,medium,2.5,0.540724,0.05887,0.599593,120,True,615.7,0.5,93.6,task_000114,balanced,data_processing,28.14826176005903,2025-11-09T13:10:43.046573
Northern,medium,2.5,9.887904,1.254848,11.142752,70,True,528.2,0.5,93.6,task_000115,balanced,scheduled_job,600.0,2025-11-09T13:11:46.057395
Northern,medium,2.5,0.98879,0.125485,1.114275,70,True,528.2,0.5,93.6,task_000116,balanced,data_processing,60.0,2025-11-09T13:12:26.174220
Northern,medium,2.5,0.882354,0.111977,0.994331,70,True,528.2,0.5,93.6,task_000117,balanced,data_processing,53.541394662112985,2025-11-09T13:15:29.845682
Eastern,medium,2.5,0.38157,0.041542,0.423112,120,True,615.7,0.5,93.6,task_000118,balanced,ml_inference,19.863233001725703,2025-11-09T13:20:51.303800
Eastern,medium,2.5,0.001973,0.000215,0.002188,120,True,615.7,0.5,93.6,task_000119,balanced,api_request,0.10271214388233176,2025-11-09T13:21:16.273241
Eastern,medium,2.5,0.01921,0.002091,0.021301,120,True,615.7,0.5,93.6,task_000120,balanced,api_request,1.0,2025-11-09T13:21:52.680810
Northern,medium,2.5,3.178315,0.403352,3.581667,70,True,528.2,0.5,93.6,task_000121,balanced,batch_analytics,192.86080901934375,2025-11-09T13:25:38.748271
Eastern,medium,2.5,0.371976,0.040498,0.412473,120,True,615.7,0.5,93.6,task_000122,balanced,data_processing,19.36380266017833,2025-11-09T13:26:16.844319
Northern,medium,2.5,0.98879,0.125485,1.114275,70,True,528.2,0.5,93.6,task_000123,balanced,data_processing,60.0,2025-11-09T13:26:40.897064
Eastern,medium,2.5,0.003924,0.000427,0.004352,120,True,615.7,0.5,93.6,task_000124,balanced,api_request,0.2042871367078241,2025-11-09T13:27:59.162502
Eastern,medium,2.5,0.124952,0.013604,0.138556,120,True,615.7,0.5,93.6,task_000125,balanced,data_processing,6.504573304986524,2025-11-09T13:30:45.337071
Eastern,medium,2.5,0.005042,0.000549,0.005591,120,True,615.7,0.5,93.6,task_000126,balanced,api_request,0.26245016752875244,2025-11-09T13:31:29.173527
Northern,medium,2.5,2.102492,0.266822,2.369313,70,True,528.2,0.5,93.6,task_000127,balanced,batch_analytics,127.57961460173652,2025-11-09T13:32:43.213155
Eastern,medium,2.5,0.002307,0.000251,0.002559,120,True,615.7,0.5,93.6,task_000128,balanced,api_request,0.12011493003226949,2025-11-09T13:36:17.336856
Eastern,medium,2.5,0.336118,0.036594,0.372712,120,True,615.7,0.5,93.6,task_000129,balanced,data_processing,17.497168463590995,2025-11-09T13:37:28.101215
Eastern,medium,2.5,0.007592,0.000827,0.008419,120,True,615.7,0.5,93.6,task_000130,balanced,api_request,0.39522483598309033,2025-11-09T13:39:23.751928
Eastern,medium,2.5,0.002215,0.000241,0.002456,120,True,615.7,0.5,93.6,task_000131,balanced,api_request,0.11529128120430542,2025-11-09T13:40:15.385021
Eastern,medium,2.5,0.00555,0.000604,0.006154,120,True,615.7,0.5,93.6,task_000132,balanced,api_request,0.2889159293815576,2025-11-09T13:41:55.217963
Eastern,medium,2.5,0.196807,0.021427,0.218233,120,True,615.7,0.5,93.6,task_000133,balanced,ml_inference,10.24508828868835,2025-11-09T13:44:21.450324
Eastern,medium,2.5,0.080143,0.008725,0.088868,120,True,615.7,0.5,93.6,task_000134,balanced,data_processing,4.171958326122749,2025-11-09T13:48:02.764116
Northern,medium,2.5,4.011161,0.509046,4.520207,70,True,528.2,0.5,93.6,task_000135,balanced,scheduled_job,243.3980685402571,2025-11-09T13:49:20.670700
Eastern,medium,2.5,0.008429,0.000918,0.009347,120,True,615.7,0.5,93.6,task_000136,balanced,api_request,0.4388072752885509,2025-11-09T13:51:34.320398
Eastern,medium,2.5,0.003895,0.000424,0.004319,120,True,615.7,0.5,93.6,task_000137,balanced,api_request,0.2027406427462138,2025-11-09T13:53:48.678832
Eastern,medium,2.5,0.01681,0.00183,0.01864,120,True,615.7,0.5,93.6,task_000138,balanced,api_request,0.8750742295379998,2025-11-09T13:56:11.379454
Eastern,medium,2.5,0.365401,0.039782,0.405183,120,True,615.7,0.5,93.6,task_000139,balanced,data_processing,19.021555627262927,2025-11-09T14:00:10.173888
Eastern,medium,2.5,0.203817,0.02219,0.226007,120,True,615.7,0.5,93.6,task_000140,balanced,ml_inference,10.61001228327073,2025-11-09T14:00:15.308440
Eastern,medium,2.5,0.107016,0.011651,0.118667,120,True,615.7,0.5,93.6,task_000141,balanced,data_processing,5.570874312591587,2025-11-09T14:05:20.674168
Eastern,medium,2.5,0.44481,0.048427,0.493237,120,True,615.7,0.5,93.6,task_000142,balanced,data_processing,23.155326597488802,2025-11-09T14:07:27.382049
Eastern,medium,2.5,0.539653,0.058753,0.598406,120,True,615.7,0.5,93.6,task_000143,balanced,data_processing,28.09252544183154,2025-11-09T14:09:53.441742
Eastern,medium,2.5,0.004829,0.000526,0.005355,120,True,615.7,0.5,93.6,task_000144,balanced,api_request,0.25140222945911794,2025-11-09T14:10:13.378850
Eastern,medium,2.5,0.007993,0.00087,0.008864,120,True,615.7,0.5,93.6,task_000145,balanced,api_request,0.4161049096918197,2025-11-09T14:11:05.698969
Eastern,medium,2.5,0.01921,0.002091,0.021301,120,True,615.7,0.5,93.6,task_000146,balanced,api_request,1.0,2025-11-09T14:12:06.318728
Eastern,medium,2.5,0.014565,0.001586,0.016151,120,True,615.7,0.5,93.6,task_000147,balanced,api_request,0.7582206652109997,2025-11-09T14:13:10.016804
Eastern,medium,2.5,0.001921,0.000209,0.00213,120,True,615.7,0.5,93.6,task_000148,balanced,api_request,0.1,2025-11-09T14:17:40.872714
Eastern,medium,2.5,0.003998,0.000435,0.004434,120,True,615.7,0.5,93.6,task_000149,balanced,api_request,0.2081336351833244,2025-11-09T14:23:26.788863
Eastern,medium,2.5,0.323416,0.035211,0.358627,120,True,615.7,0.5,93.6,task_000150,balanced,data_processing,16.835974733869644,2025-11-09T14:24:54.768477
Eastern,medium,2.5,0.007558,0.000823,0.008381,120,True,615.7,0.5,93.6,task_000151,balanced,api_request,0.3934620071064175,2025-11-09T14:26:23.113152
Eastern,medium,2.5,0.008134,0.000886,0.00902,120,True,615.7,0.5,93.6,task_000152,balanced,api_request,0.42344631593498655,2025-11-09T14:27:16.095796
Eastern,medium,2.5,0.511577,0.055696,0.567274,120,True,615.7,0.5,93.6,task_000153,balanced,data_processing,26.631002470338974,2025-11-09T14:28:26.092296
