ci_value,strategy,task_id,region,server_age,duration_s,total_carbon_g,timestamp
175.0,balanced,28,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802978
175.0,balanced,29,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802979
175.0,balanced,30,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802980
175.0,balanced,31,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802981
175.0,balanced,32,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802981
175.0,balanced,33,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802982
175.0,balanced,34,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802983
175.0,balanced,35,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802984
175.0,balanced,36,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802985
175.0,balanced,37,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802985
175.0,balanced,38,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802986
175.0,balanced,39,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802987
175.0,balanced,40,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802988
175.0,balanced,41,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802988
175.0,balanced,42,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802989
175.0,balanced,43,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802990
175.0,balanced,44,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802991
175.0,balanced,45,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802992
175.0,balanced,46,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802993
175.0,balanced,47,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802994
175.0,balanced,48,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802995
175.0,balanced,49,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802996
175.0,balanced,50,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802997
175.0,balanced,51,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802998
175.0,balanced,52,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802998
175.0,balanced,53,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.802999
175.0,balanced,54,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803000
175.0,balanced,55,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803001
175.0,balanced,56,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803002
175.0,balanced,57,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803002
175.0,balanced,58,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803003
175.0,balanced,59,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803004
175.0,balanced,60,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803005
175.0,balanced,61,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803006
175.0,balanced,62,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803006
175.0,balanced,63,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803007
175.0,balanced,64,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803008
175.0,balanced,65,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803009
175.0,balanced,66,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803009
175.0,balanced,67,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803010
175.0,balanced,68,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803011
175.0,balanced,69,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803012
175.0,balanced,70,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803013
175.0,balanced,71,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803013
175.0,balanced,72,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803014
175.0,balanced,73,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803015
175.0,balanced,74,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803016
175.0,balanced,75,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803017
175.0,balanced,76,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803018
175.0,balanced,77,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803018
175.0,balanced,78,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803019
175.0,balanced,79,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803020
175.0,balanced,80,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803021
175.0,balanced,81,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803021
175.0,balanced,82,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803022
175.0,balanced,83,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803023
175.0,balanced,84,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803024
175.0,balanced,85,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803025
175.0,balanced,86,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803025
175.0,balanced,87,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803026
175.0,balanced,88,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803027
175.0,balanced,89,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803028
175.0,balanced,90,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803029
175.0,balanced,91,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803029
175.0,balanced,92,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803030
175.0,balanced,93,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803031
175.0,balanced,94,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803032
175.0,balanced,95,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803032
175.0,balanced,96,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803033
175.0,balanced,97,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803034
175.0,balanced,98,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803036
175.0,balanced,99,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803037
175.0,balanced,100,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803038
175.0,balanced,101,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803039
175.0,balanced,102,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803039
175.0,balanced,103,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803040
175.0,balanced,104,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803041
175.0,balanced,105,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803042
175.0,balanced,106,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803043
175.0,balanced,107,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803043
175.0,balanced,108,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803044
175.0,balanced,109,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803045
175.0,balanced,110,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803046
175.0,balanced,111,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803047
175.0,balanced,112,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803047
175.0,balanced,113,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803048
175.0,balanced,114,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803049
175.0,balanced,115,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803050
175.0,balanced,116,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803050
175.0,balanced,117,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803051
175.0,balanced,118,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803052
175.0,balanced,119,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803053
175.0,balanced,120,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803054
175.0,balanced,121,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803054
175.0,balanced,122,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803055
175.0,balanced,123,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803056
175.0,balanced,124,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803057
175.0,balanced,125,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803057
175.0,balanced,126,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803058
175.0,balanced,127,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803059
175.0,balanced,128,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803060
175.0,balanced,129,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803061
175.0,balanced,130,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803061
175.0,balanced,131,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803062
175.0,balanced,132,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803063
175.0,balanced,133,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803064
175.0,balanced,134,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803064
175.0,balanced,135,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803065
175.0,balanced,136,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803066
175.0,balanced,137,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803067
175.0,balanced,138,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803067
175.0,balanced,139,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803068
175.0,balanced,140,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803069
175.0,balanced,141,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803070
175.0,balanced,142,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803071
175.0,balanced,143,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803071
175.0,balanced,144,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803072
175.0,balanced,145,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803073
175.0,balanced,146,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803074
175.0,balanced,147,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803074
175.0,balanced,148,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803075
175.0,balanced,149,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803076
175.0,balanced,150,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803077
175.0,balanced,151,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803078
175.0,balanced,152,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803079
175.0,balanced,153,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803079
175.0,balanced,154,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803080
175.0,balanced,155,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803081
175.0,balanced,156,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803082
175.0,balanced,157,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803083
175.0,balanced,158,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803083
175.0,balanced,159,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803084
175.0,balanced,160,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803085
175.0,balanced,161,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803086
175.0,balanced,162,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803086
175.0,balanced,163,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803087
175.0,balanced,164,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803088
175.0,balanced,165,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803089
175.0,balanced,166,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803089
175.0,balanced,167,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803090
175.0,balanced,168,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803091
175.0,balanced,169,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803092
175.0,balanced,170,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803092
175.0,balanced,171,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803093
175.0,balanced,172,Northern,medium,14400.0,101.09635865845311,2025-11-09T22:09:36.803094
