ci_value,strategy,task_id,region,server_age,duration_s,total_carbon_g,timestamp
175.0,operational_only,63,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802332
175.0,operational_only,64,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802333
175.0,operational_only,65,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802334
175.0,operational_only,66,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802335
175.0,operational_only,67,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802335
175.0,operational_only,68,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802336
175.0,operational_only,69,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802337
175.0,operational_only,70,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802338
175.0,operational_only,71,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802338
175.0,operational_only,72,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802339
175.0,operational_only,73,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802340
175.0,operational_only,74,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802342
175.0,operational_only,75,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802343
175.0,operational_only,76,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802345
175.0,operational_only,77,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802346
175.0,operational_only,78,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802347
175.0,operational_only,79,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802348
175.0,operational_only,80,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802348
175.0,operational_only,81,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802349
175.0,operational_only,82,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802350
175.0,operational_only,83,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802351
175.0,operational_only,84,Northern,new,14400.0,112.08544558521561,2025-11-09T22:09:36.802352
